UniqueCount	AmbigCount
3	203
477	33
0	21
0	62
0	6
0	2
0	2
0	2
3	17
0	53
12	0
5	0
237	45
0	17
99	0
63	12
0	1
339	0
0	6
0	84
13	41
0	20
0	0
0	95
2	0
101	12
25	0
0	5
35	16
0	114
0	14
0	116
0	17
635	0
0	220
0	3
9	1
0	0
43	13
48	9
9	0
4	12
0	22
72	0
0	0
226	0
0	15
31	39
214	3
0	12
0	147
58	141
14	220
34	28
0	81
0	8
0	21
47	21
15	59
0	46
31	2
200	1
91	12
0	7
2	9
42	0
1088	1542
0	26
35	5
2	20
129	0
179	5
0	3
0	53
8	0
202	2406
235	0
0	6
0	19
60	224
86	26
50	19
85	186
295	0
3	1
242	0
121	45
0	21
5	0
0	11
69	0
64	0
0	1
51	0
12	28
3	28
483	0
12	29
42	27
3	3
0	3
161	0
0	70
5	0
0	0
170	0
27	308
927	3188
0	550
0	15
0	95
2258	0
0	5
6	0
0	242
0	144
78	0
77	0
129	1
3	9
250	0
1	12
0	45
104	226
236	1723
1	33
0	1190
466	1337
10	11
6	218
51	21
1073	0
6	12
0	428
2	39
55	13
169	0
112	0
211	0
52	0
73	0
0	39
1	17
0	260
239	0
10	1
47	0
72	0
634	1
557	0
3037	0
0	31
8	1542
9	29
1	1
0	3
0	88
0	141
0	64
0	31
36	28
428	0
35	0
0	20
28	0
18	2
5	517
41	30
281	0
0	23
0	65
206	95
3	187
216	260
1	245
8	6
122	0
0	5
0	109
4	0
411	0
0	40
160	0
0	2
105	44
0	2
5	0
0	46
484	0
17	11
4	12
15	1
10	33
41	0
0	31
171	0
274	0
554	7
108	0
0	50
79	0
295	0
0	3
0	7
19	19
65	0
22	61
65	0
0	138
6	21
0	7
0	52
0	49
0	31
0	67
1069	1452
72	0
41	0
87	0
13	311
186	1709
0	0
29	0
0	17
28	0
328	1
29	173
2	0
1061	268
11	0
132	0
3	9
5	45
108	44
0	13
88	0
46	0
0	57
373	0
0	84
1957	5
159	43
123	0
896	151
66	0
477	0
0	27
0	176
231	0
1	0
103	0
51	302
3	115
42	14
790	0
1041	0
92	30
239	0
65	0
907	3
235	0
15	9
0	106
27	189
33	5
0	43
1305	0
29	0
0	98
45	0
68	120
0	120
5	0
424	0
0	59
23	7
233	120
28	0
369	29
1638	513
0	23
0	1
142	0
0	11
4	108
46	60
664	0
0	25
72	17
0	3
0	209
0	6
90	0
19	0
0	48
35	0
0	0
233	0
0	9
0	9
0	5
86	1
179	0
0	351
11	0
367	195
13	0
103	7
978	1
109	0
58	16
78	0
35	2
18	18
37	0
246	0
291	0
66	5
74	45
0	14
71	39
0	554
18	0
17	18
329	0
13	0
0	34
100	0
16	2
0	63
13	1
5	8
0	14
11	18
18	45
60	0
408	0
36	0
80	0
0	56
34	44
0	132
0	44
143	195
0	69
2076	0
105	23
152	0
0	45
2	0
0	21
145	2
15	31
15	185
301	2
59	3
92	0
0	13
25	11
78	0
21	3
69	2
0	106
108	0
6	0
0	25
0	21
0	17
132	0
0	93
517	0
28	0
81	24
0	3
0	7
33	0
12	4
52	0
92	0
0	327
0	622
16	0
229	0
40	84
91	18
2	6
36	4
6	23
9	8
0	54
288	14
0	176
281	0
0	311
58	0
43	0
190	0
86	6
185	0
45	0
0	0
148	0
0	9
95	0
0	3
0	46
0	7
25	0
392	0
0	13
450	0
191	195
0	424
0	103
115	0
0	43
0	14
154	0
428	0
0	24
12	45
687	3
345	0
0	9
79	0
38	0
129	0
6	24
36	0
2	0
502	0
119	0
0	76
56	0
31	0
31	34
0	0
13	17
514	0
80	0
648	1
60	34
0	50
39	0
50	28
13	0
101	0
29	0
18	0
37	3
42	116
88	0
7	56
0	25
0	13
50	2
0	49
233	52
144	67
66	260
16	64
84	0
0	137
0	96
20	0
22	26506
12	4
2	3
17	0
0	2
5	2
0	25
2	2
0	8
0	0
561	301
11	0
35	2
0	1706
637	418
0	82
115	0
94	0
0	3
0	24
42	38
0	8
0	0
139	98
0	20
0	86
0	48
113	0
61	0
32	0
177	0
680	0
141	0
78	9
64	347
43	0
0	257
42	150
51	24
100	18
876	0
117	0
188	0
465	72
358	0
143	150
94	0
0	58
0	70
124	0
507	0
65	32
0	94
15	61
10	0
0	145
0	0
6	169
18	0
21	56
0	49
6	12
35	0
0	34
91	0
87	0
47	19
0	74
0	1263
887	0
0	31
301	0
76	0
365	0
0	166
198	0
20	75
61	0
99	0
351	48
81	17
6	0
865	102
10	0
765	0
77	0
0	159
0	17
0	35
0	31
263	0
5	0
0	66
13	90
124	0
4	0
90	302
4	54
0	7
211	16
83	0
