logFC	unshrunk.logFC	logCPM	PValue	FDR	mrna
-1.3787980789821	-1.38026567873764	5.07430137050007	6.41920270154789e-05	0.0582863605300548	NUT1216
-4.58513692376282	-4.69550835444618	5.78703509298325	8.25672380066246e-05	0.0681555019181956	CUT4348
-6.63597943856196	-30.0129187651208	2.77006911802059	9.14908599620158e-05	0.0692280840379253	NUT0840
-5.13359480223552	-5.13672117891763	8.37099272812114	0.00010540519526907	0.0713384843988179	CUT826
1.94845903361971	1.97490003335257	4.15718900157375	0.000115589930073895	0.0713384843988179	SUT332
5.19949290559304	144269484.619533	4.62239161692908	0.000118706229698254	0.0713384843988179	NUT0942
0.722725817277866	0.723035396066777	6.35213519053409	0.000127873308202886	0.0713384843988179	YPL110C
0.589716816489735	0.589889338894766	6.94539965043696	0.000137734643876615	0.0713384843988179	XUT_12F-198
-0.917443305316984	-0.918083658887608	5.84679651299259	0.000142161300370846	0.0713384843988179	YLR079W
-2.68747113492186	-2.74845704251873	2.69911996267879	0.000149276564270654	0.0713384843988179	YGR139W
4.73336815598959	5.34349718047247	2.16592168435397	0.000187294088345712	0.0826349627204844	CUT417
-4.56102054093402	-4.57292747013023	6.17846478523063	0.000191116103208169	0.0826349627204844	YOL086W-A
-0.710502562446729	-0.710706164207243	7.29877000567483	0.000213542995566417	0.0881350181701394	NUT0291
5.62908755901827	144269485.059724	2.40497350689702	0.000252150099863142	0.0981329822085818	XUT_9F-38
-1.02089874749791	-1.02228076935911	4.8389120396284	0.000260693757520343	0.0981329822085818	YBL078C
-1.09781783685412	-1.09950988552826	4.96682179090682	0.000277125803636599	0.0981329822085818	YOR315W
-0.923415696970316	-0.924305425387781	5.73549815128339	0.000280997526147922	0.0981329822085818	NUT0361
-1.26649823131114	-1.27123543805861	3.8535240699286	0.000325111353441581	0.10933374404628	NUT0950
2.31889847434332	2.36208504861306	1.83266759703894	0.000371327263506595	0.120416126879996	YOR383C
-0.908792985623311	-0.910375995796506	4.68025681984933	0.000391046968893735	0.122438154398452	NUT0574
0.868442685019682	0.86924700277086	5.42859786623934	0.000419702075245642	0.127029828107681	YBR208C
0.716097837219459	0.716293479438401	6.99270773614501	0.000465364250725038	0.134090695780497	YGR204W
0.569450669718263	0.569481206820451	9.15717772802079	0.000480920195427022	0.134090695780497	YDL126C
0.62417183948293	0.624252379130447	7.23213349238067	0.000487334026515024	0.134090695780497	XUT_15R-116
-1.38955193927892	-1.39451701273089	4.09267810507421	0.000539983256380281	0.142987298517712	SUT307
-0.765716912263941	-0.767376886342177	4.70677092313434	0.000555319811859044	0.142987298517712	SUT479
8.14298218114913	144269487.597814	2.01961033628042	0.000566909994123086	0.142987298517712	CUT2474
0.67967969776413	0.680358286919007	5.48949551669014	0.000601718464118171	0.145350593901955	NUT0454
-0.725793192221013	-0.726491475522788	5.11148985748918	0.000620082592032152	0.145350593901955	XUT_8R-199
-1.05626502628603	-1.05848538107175	5.23696218314121	0.000626261941685235	0.145350593901955	SUT755
-0.805448736679468	-0.805924017440643	6.27253301144827	0.000640310986352223	0.145350593901955	YBR083W
5.90170438112883	144269485.337236	1.80465020446394	0.000797823409100741	0.176688696454506	XUT_12F-70
0.878576598069224	0.878950325109393	5.94258291591003	0.000820604243136008	0.177406822087499	YGL009C
-1.10129051714133	-1.10179512813149	6.43712549166851	0.000840428182774071	0.177467160455548	CUT2707
-0.722553808602079	-0.72360163223523	5.23507022880331	0.00086670163715658	0.178855701485949	CUT465
0.872700244630587	0.874656624646991	4.5485674642319	0.000967312686443614	0.193985386125471	CUT3088
-1.61524211979841	-1.61768924234625	5.40901915075281	0.00100650254849688	0.193985386125471	NUT0675
-0.57258450884956	-0.572733703651503	6.22097662766217	0.00102405573825153	0.193985386125471	NUT0951
-2.07655226660872	-2.11356056316265	2.73493740801137	0.00102547340683069	0.193985386125471	XUT_7F-267
-0.81422827965263	-0.815613295536581	5.11688849631627	0.00111311215314868	0.203573954230463	YPL016W
0.602538313693667	0.602992150492582	6.2369479430895	0.00112100195060828	0.203573954230463	NUT0343
-0.946289710766063	-0.947967113777047	4.92755534230019	0.00114447103857215	0.203760726083041	XUT_12R-389
0.560688048462629	0.560721793922524	9.10066775437505	0.00120275673574311	0.208370574332948	NUT0312
0.790260548822431	0.790337569100989	7.50405540223421	0.00121625996031346	0.208370574332948	YCL030C
1.21160119909745	1.21458836598067	4.23897852565158	0.00125647427968577	0.209202299637156	SUT430
0.860100585758512	0.860389244122865	5.954899541072	0.00126719454626031	0.209202299637156	YCL009C
1.91137542152896	1.9135641316253	5.81518288032303	0.00132172902351233	0.213721232291513	YDR039C
2.40708671545176	2.43712351716654	4.3647243945585	0.00134164209698417	0.213721232291513	CUT434
0.616167206717266	0.616593036367172	5.24129041148418	0.00138576632296532	0.216161770272404	YJR148W
0.689950287652712	0.689997050185487	9.17830537051947	0.00142364217016576	0.216161770272404	NUT1166
-0.759031661847137	-0.759780398435048	5.14313394714632	0.00144904371973975	0.216161770272404	CUT2962
3.22247210785276	3.23147375581176	4.03794652578225	0.00145218810425293	0.216161770272404	XUT_9R-175
0.589629074090562	0.589681253370556	8.64868038408621	0.00159053203323947	0.232935981642168	YGL195W
0.684685896833503	0.684837102578269	7.3135528621132	0.00170359380714288	0.242880413083184	YGR061C
-1.17791097055617	-1.18395265828124	3.60811557632175	0.00171193242701804	0.242880413083184	XUT_11R-2
0.55849157482358	0.558751002054504	6.60388426101571	0.00175053881842669	0.24453680725099	YHL030W
0.611439201807261	0.611643792521886	6.70244772877861	0.00179786036058565	0.247342001122996	YBR084W
-1.23029234348925	-1.24147597971635	3.37675544330056	0.00183943215317962	0.249284238072701	NUT0684
-4.17575226357793	-4.31213903843722	2.75807015039715	0.00192503316573993	0.257048546248802	XUT_16F-377
-6.2339639765005	-144269485.674364	1.73073007503742	0.00204770171041212	0.269465674355683	YEL004W
-0.701961576198581	-0.702439072277391	5.57620367307662	0.00208560242675769	0.270532429070855	NUT0455
-1.34677270955047	-1.35643787832042	3.64265689282685	0.00214407145488018	0.272538997279371	XUT_16F-175
0.601925612214758	0.602159845562395	6.01626487832146	0.0021611021810699	0.272538997279371	NUT0946
0.758860436110021	0.759309718751327	5.78007233451486	0.0022538386035836	0.280340472884097	YPL249C-A
0.637319304159952	0.637364225711981	8.98213580656089	0.00255266932160375	0.288403196147164	YGL076C
