UniqueCount	AmbigCount
7	197
349	19
0	16
0	100
0	5
0	5
0	1
0	1
0	30
0	89
17	0
8	0
184	47
0	16
55	0
104	12
1	1
143	0
0	5
0	73
15	77
0	33
1	0
0	248
8	0
90	6
44	0
0	8
50	12
0	125
0	18
0	102
0	64
593	0
0	232
0	2
11	5
2	0
40	12
31	9
25	1
0	12
0	25
37	0
0	0
214	0
0	4
30	42
157	14
0	10
0	135
92	195
22	233
34	49
0	95
0	16
0	31
36	22
18	76
0	47
30	2
143	2
64	10
0	9
0	8
24	0
238	477
0	16
31	6
3	60
166	0
139	1
0	8
0	75
18	0
289	1756
283	0
0	6
0	24
60	190
61	19
36	15
36	157
279	0
3	0
204	0
103	39
0	57
1	1
0	6
77	0
107	0
0	0
37	0
16	52
4	13
388	0
20	27
38	34
3	10
0	14
190	0
0	75
26	0
0	0
151	0
27	260
411	3543
0	657
0	16
0	165
1231	0
0	0
5	0
0	396
0	95
93	0
171	0
69	0
10	9
210	0
0	10
0	39
114	301
275	2871
1	67
0	1618
487	1754
34	24
8	225
56	57
1073	0
21	37
0	382
3	104
33	12
172	0
97	0
133	0
52	0
86	0
0	42
2	21
0	170
203	0
5	2
40	0
97	0
647	1
491	0
2193	0
0	39
13	477
1	27
1	0
2	9
0	95
0	195
0	107
0	37
26	34
358	0
45	0
0	22
28	0
31	5
5	488
66	47
212	0
0	87
0	134
565	248
8	198
179	170
3	584
27	37
105	0
0	1
0	148
6	0
292	0
0	47
136	0
0	1
82	47
0	2
7	0
0	70
362	0
31	24
6	6
21	0
28	71
25	0
0	29
122	0
282	0
550	4
112	0
0	70
75	0
281	0
0	5
0	34
15	45
61	0
36	49
83	2
0	211
24	37
0	8
0	72
0	61
0	77
0	41
820	1465
48	0
26	0
74	0
10	400
166	2306
0	0
32	0
0	20
45	0
145	0
11	124
21	0
764	193
14	0
144	0
4	8
11	64
74	73
0	43
167	0
66	0
0	146
379	0
0	98
1392	5
205	39
125	0
636	173
101	0
437	0
0	39
0	126
253	0
3	0
92	0
28	277
0	147
61	24
554	0
663	0
113	22
218	0
61	0
961	0
284	0
9	9
0	58
30	184
65	2
0	13
970	0
13	0
0	111
248	0
72	137
0	137
1	0
142	0
0	102
40	12
324	157
47	0
1587	206
1090	347
0	31
0	3
151	0
0	2
1	94
38	49
684	0
0	31
64	19
0	2
0	156
0	15
134	0
52	0
0	64
47	0
0	2
174	0
0	8
0	7
0	2
72	4
168	0
0	511
26	0
346	167
15	0
67	2
853	0
92	0
49	11
99	0
48	6
49	173
40	0
212	0
460	0
91	1
112	64
0	17
99	50
0	381
15	0
6	28
302	0
25	0
0	39
101	0
42	6
0	133
29	2
7	6
0	24
10	14
11	44
53	0
442	0
49	0
58	0
0	90
17	42
0	159
0	53
103	140
0	112
1132	0
93	24
135	0
0	42
3	0
0	24
160	1
6	52
27	124
424	4
58	0
111	0
0	10
33	17
81	0
26	5
75	4
0	106
5	0
15	0
0	22
0	23
0	11
141	0
0	156
445	0
44	0
109	26
0	0
0	12
80	0
10	6
69	0
91	0
0	315
0	501
18	0
200	0
81	148
70	22
5	52
59	17
3	43
12	6
