gene_id	rrp6	dis3	csl4	enp1	srm1
1	YDL248W	0.741509963655472	-0.282841878017069	-0.319664584935835	-0.878149674517097	-1.47583503449972
2	YDL247W-A	2.98036651752262	1.92777796515932	2.88259511648852	2.18641065220128	1.03199752436581
3	YDL247W	2.27848326642499	1.39132172390985	2.0669889565909	1.18315657135292	0.718841116796843
4	YDL246C	-1.31943522380591	0.600003635350237	2.7811723643885	-0.624819519552606	3.39338686703684
5	YDL244W	-1.94168119863954	-0.949242838459527	0.149098429588571	-3.17587491341603	-2.12563208478234
6	YDL243C	-0.781427749019803	-0.230912070745466	1.31748645157904	0.519360491416345	0.638738001509268
7	YDL242W	-3.04365400542597	-1.10878329122138	-0.464375676513183	1.78476320748044	0.617177395803978
8	YDL241W	-1.75317260806279	-3.03412154151426	-0.982339754575883	-3.69950049615559	-2.98582371292282
9	YDL240C-A	2.54015330600185	3.32435674377422	3.68187664188902	4.5755242886112	3.23301243911477
10	YDL240W	-0.341351404710562	-0.0147572042797263	-0.32743237789217	0.449587663854679	-0.509620222318743
11	YDL239C	0.737099991427063	1.73672566064052	1.84455941681443	2.07925212202111	0.0734893317434467
12	YDL238C	-0.19522616661947	0.765426422338945	1.11385629180208	1.56927982616959	-0.0904277004548931
13	YDL237W	-1.47096150555652	-1.5536807369969	-1.77234771993253	-1.52216108588002	-3.01744289725164
14	YDL236W	-0.404944636597717	-1.04465192711921	-1.52809711225464	-0.967282274158938	-1.37450297489235
15	YDL235C	-0.60906092743216	-1.11457775924195	-1.43640957542509	-1.38625672487617	-1.63028244969698
16	YDL234C	-1.97142528212069	-2.13076387809345	-1.8736019683531	-2.81242134140401	-1.67410987138412
17	YDL233W	-1.02338282178803	-1.28257988713231	-1.4363207939889	-0.988474899081691	-1.26074074632673
18	YDL232W	-1.0704333918632	-1.38503695653489	-1.45512673668095	-1.22810840384458	-1.96526469108652
19	YDL231C	0.447101383956502	0.67732136135463	0.52267077880088	0.941122500785006	0.271781048419695
20	YDL230W	-0.916390682489458	-0.938769016367309	-0.824423555304742	-0.646268118149546	0.0802626001855373
21	YDL229W	-0.569155145041277	-1.65381129093971	-1.70604084735562	-1.71748043248532	-2.10228091843071
22	YDL228C	-0.500961068396474	-1.413191513819	-2.0362816364965	-0.852053581067058	-0.389440681129305
23	YDL227C	-2.83716538559691	2.07677398937118	-0.299769174477486	1.20920121802442	0.622728688210344
24	YDL226C	-0.752435204369695	-1.07802687920121	-1.40544062138833	-0.761527539538699	-1.24865210238637
25	YDL225W	-0.877308935884398	-1.09800942475791	-1.59992683154324	-1.27814780924601	-1.27162776510928
26	YDL224C	-0.725687461187192	-0.416153327991084	-0.901361020746524	-0.375430143965133	-0.178779060388181
27	YDL223C	-1.10684413985669	-0.546604446475381	0.132543559663582	1.15793636670109	1.73769964160965
28	YDL222C	-0.988764610661759	-0.347104550261344	-0.152416084089836	0.250719294712869	1.05427754279704
29	YDL221W	-0.892148192577209	1.76968081244012	2.34901162980629	0.42113369559569	0.0211854734788367
30	YDL220C	0.197646298709206	0.289980302160477	0.446160342451813	0.870391889624897	-0.326963884065801
31	YDL219W	-1.07822003399024	-1.77848202614948	-3.46438035491861	-3.73021503661076	-6.41093677693319
32	YDL218W	-1.13951780896293	-0.46809927458018	-0.306055443100108	-0.0171916662858566	1.49755548152354
33	YDL217C	-0.117862005008634	-0.125533266162215	0.0738510725045761	0.625633093603783	0.0186669318325518
34	YDL216C	-1.43410430314919	-0.95070635063081	-0.981655548743334	-0.112510833410226	0.406035280480029
35	YDL215C	-1.44569623562398	-0.682749580141407	-1.35118430919964	-1.30908748109435	-0.540446951029837
36	YDL214C	2.37507056537076	1.61462942798325	2.53916867079708	2.53126888204237	4.62544173870719
37	YDL213C	-0.300025103310406	-0.807994391064191	-0.937205398026496	-0.86237473649358	-0.82033908426794
38	YDL212W	-0.921064121464164	-1.23143280637606	-1.51429369186957	-1.609091937921	-1.21235782206008
39	YDL211C	0.147152327482527	-0.534008658602481	-0.408768357757271	0.330622932046894	-0.862783740106348
40	YDL210W	-0.868337265962516	-0.537653212430941	-0.516164190055516	-0.958472836204526	-0.290062122758546
41	YDL209C	-0.00138241394461164	-0.165593731005477	-0.625097649829827	0.257640214343481	0.81077311560852
42	YDL208W	-0.331032591251285	-1.03215959718485	-1.66603580384955	-1.13125462756404	-1.32116019124725
43	YDL207W	-0.595307558635272	-0.608952030972418	-1.38606976907686	-0.574508245239486	0.308868410615134
44	YDL206W	-1.02148978362051	-0.413308396679321	-1.48036125355379	-1.41620437385584	-0.261086760477628
45	YDL205C	0.239608218597439	-0.25483657697699	-0.127995688284113	-0.205114585963472	-0.693250765242593
46	YDL204W	-1.91713525347272	-1.33295948073706	-1.88797494019409	-1.62761304617943	-0.469244977384928
47	YDL203C	-0.151778680719243	-0.297579249854298	-0.416046217619439	0.0295898116017932	0.0629857395177428
48	YDL202W	-0.749361005737339	-0.987235480598741	-1.29310612266527	-0.514066046469803	-0.756016413961616
49	YDL201W	-0.375732380969371	-1.09129086552402	-1.67485977493547	-1.38343536648073	-1.51823182864033
50	YDL200C	-1.32031573624878	-1.13685621586837	-1.06491104045767	-0.804811134940814	-0.893044855319759
51	YDL199C	-0.970075427871321	-0.550835844908032	-0.69578977200062	-0.333460693662486	0.776687042842236
52	YDL198C	-1.41735505056948	-1.78017365288436	-1.47741280374948	-1.44816863938914	-1.28322769908134
53	YDL197C	-0.506387594132943	-0.17305658033968	-0.246394617068355	0.322207431697502	1.66120513026097
54	YDL196W	0.954387845528191	1.82581046582387	1.81628507515511	2.12475677785445	2.70517975930017
55	YDL195W	-0.687374333944357	-1.02717743878561	-1.44021286244988	-0.683530593181662	0.0126155552935373
56	YDL194W	-0.898959600362709	-0.264602520746442	-0.626325124502629	-0.512638401073784	-0.600628899449268
57	YDL193W	-1.30775560186366	-1.37867185343438	-1.60498892650601	-1.53234547288194	-0.563889003481015
58	YDL192W	-1.14869623508841	-1.75225831516306	-2.43074226049532	-1.89591639644129	-2.51434878549408
59	YDL191W	-0.909123071809311	-1.00064186198698	-0.772517872328574	-0.413930186493887	1.37462343241203
60	YDL190C	-0.59063586972736	-0.827854907055864	-1.24726574781935	-1.05532049462748	-1.53547441734418
61	YDL189W	-0.384634312570279	-0.774425447464341	-1.04841666070434	-0.508885744388002	-0.129030178200054
62	YDL188C	-0.304410948724008	-0.530995214224122	-0.776264957773367	-0.451270332208437	1.08892565783925
63	YDL187C	2.02713444464326	3.14212228312079	3.16698068471933	1.57262501284024	1.27292940827048
64	YDL186W	1.10457122452456	0.969805630982904	1.2322792063455	2.27939939333286	2.12014622923269
65	YDL185C-A	-0.803160552843566	-1.03434882613925	-2.67615484402186	-0.106036291200117	-0.478445397366653
66	YDL185W	-0.793064174024439	-1.18753232021584	-1.40140950854989	-1.52286693693634	-2.21577174075101
67	YDL184C	-0.354902569761394	-1.37350258252042	-1.70365930456243	-1.85617536362581	-3.02335057724194
68	YDL183C	-0.461131295084904	0.0246779749435381	-0.463678212389949	0.17900973180106	0.417047996723903
69	YDL182W	1.42167472912278	-0.0567570944350805	-1.02730796547437	0.837252123156529	-0.674160993792865
70	YDL181W	-1.10600827849138	-1.00013862791085	-2.43063082295333	-1.21973506123038	-1.64639130048339
71	YDL180W	-0.665302108753114	-0.716852233417911	-1.04461885204872	-0.387130717325555	0.27458722818635
72	YDL179W	-0.94826375453408	-0.852967692890715	-2.33991299306084	-1.17797632914698	-1.98906612013181
73	YDL178W	-0.305825873358524	-0.944678360773535	-1.22679634867468	-1.13026482113142	-0.953009516372121
74	YDL177C	-0.296620002070541	-0.78457825957597	-1.0221201696239	0.00582765955358898	1.78228464362289
75	YDL176W	-0.31785030059784	-0.37412232724124	-0.827005384374923	-0.0589062843374217	-0.0314850992418024
76	YDL175C	0.163049936761618	0.217851361004202	0.127123354993896	-0.0351431201642287	0.0462521166897129
77	YDL174C	-1.05896382461421	-0.467242428603458	-0.12845730361397	-0.110053440626245	0.220274284229992
78	YDL173W	-0.674136513457756	-1.28824721766745	-1.2019043955608	-0.989936659738637	2.7183970466874
79	YDL172C	1.20536262108373	1.86701482642682	1.76636955185899	2.08561364215239	2.51842616013191
80	YDL171C	-0.135036078670233	-0.173070657741154	-0.303559817313829	-0.66693415524869	-1.49863608387892
81	YDL170W	0.0405317010062109	-0.624145338259701	-1.14212331912487	-0.305164864741401	0.70577920990252
82	YDL169C	-2.48364164672548	-1.01070274546401	-1.22153686938608	-1.77389011073578	-0.629932165816889
83	YDL168W	-0.453129236440937	-0.96967077315673	-0.787806539591545	-0.386250431595795	0.812447897182995
84	YDL167C	0.851083349798578	0.0453640108943413	-0.592912395163644	0.19488783700789	-0.490639814763579
85	YDL166C	-0.730569082253664	-1.33442021819855	-1.48220672692668	-1.19664600721113	-0.596634212008878
86	YDL165W	-0.610375262687555	-1.13399134562674	-1.35440424543496	-1.18827376906397	-2.32169127833101
87	YDL164C	-1.07991808148326	-0.63793213264289	-0.699561639565655	0.19373904129352	-0.092313658731912
