UniqueCount	AmbigCount
2	51
339	32
0	8
0	7
0	0
0	2
0	0
0	0
1	8
0	5
12	0
0	0
164	18
0	8
49	0
45	0
0	0
246	0
0	0
0	60
0	12
0	4
0	0
0	26
1	0
81	6
16	0
0	6
7	15
0	28
0	5
0	33
0	4
324	0
0	64
0	0
2	2
9	0
33	25
22	0
6	0
0	0
0	3
45	0
1	0
512	0
0	1
16	7
113	7
0	1
0	80
30	80
6	288
26	22
0	76
0	4
0	29
2	11
15	69
0	9
10	0
179	1
99	17
0	0
0	0
18	0
940	1667
0	1
23	10
4	7
142	0
106	0
0	0
0	58
2	0
112	1593
184	0
0	4
0	20
29	202
78	16
21	13
104	272
190	0
0	0
263	0
149	37
0	11
1	0
0	1
37	0
50	0
0	0
70	0
0	12
4	22
361	0
5	3
42	23
8	0
0	7
110	0
0	10
0	0
0	0
75	0
14	102
855	3714
0	865
0	4
0	30
1522	0
0	0
1	0
0	35
0	45
64	0
51	0
91	0
1	0
163	0
1	17
0	37
73	160
37	199
0	4
0	424
529	504
0	3
5	208
57	11
1157	0
0	1
0	134
0	11
65	25
110	0
63	0
115	0
44	0
46	0
0	7
0	12
0	402
267	0
2	1
38	0
76	0
408	0
341	0
2600	0
0	13
2	1667
5	3
2	0
2	0
0	40
0	80
0	17
0	12
15	23
437	0
32	0
0	10
7	0
8	2
3	167
20	3
379	0
0	6
0	20
149	26
0	161
392	402
0	52
7	6
111	0
0	0
0	55
0	0
187	0
0	25
95	0
0	0
89	18
0	0
1	0
0	18
293	0
16	3
2	6
11	0
4	4
25	0
0	21
160	0
205	0
286	6
98	0
0	53
46	0
343	0
0	0
0	6
21	22
53	0
7	24
37	0
0	23
7	14
0	7
0	18
0	23
0	46
0	21
898	1113
108	0
67	0
51	0
3	86
143	1411
0	0
32	0
0	22
25	0
99	0
17	258
1	0
1582	360
1	0
172	0
0	1
4	43
25	14
0	8
99	0
9	0
0	18
131	0
0	132
3173	1
105	22
62	0
491	122
61	0
336	0
0	8
0	137
244	0
0	0
77	0
26	70
0	39
10	7
415	0
802	0
67	18
182	0
48	0
920	0
196	0
4	2
0	79
15	118
38	3
0	11
523	0
10	0
0	15
53	0
44	43
0	43
4	0
231	0
0	10
16	1
384	280
33	0
164	0
1712	590
0	24
0	1
154	0
0	2
4	179
52	32
1014	0
0	27
42	10
0	2
0	305
0	8
208	0
44	0
0	37
24	0
0	0
380	0
0	6
0	4
0	3
42	2
128	0
0	513
1	0
246	121
27	0
124	14
1025	0
112	0
46	11
80	0
30	1
10	22
24	0
266	0
208	0
71	2
72	43
0	25
43	11
0	172
12	0
4	28
231	0
6	0
0	36
167	0
6	1
0	68
11	0
10	4
0	7
1	4
6	24
58	0
199	0
22	0
54	0
0	4
11	24
0	98
0	75
128	161
0	61
3171	0
90	6
147	0
0	10
2	0
0	9
125	2
0	12
23	112
166	0
20	0
115	0
0	11
3	29
67	0
9	11
30	0
0	168
19	0
0	0
0	17
0	6
0	1
148	0
0	50
357	0
35	0
118	22
0	0
0	5
64	0
6	2
21	0
40	0
0	159
0	582
4	0
227	0
16	38
75	7
0	0
27	4
7	10
6	1
0	43
297	24
0	81
224	0
0	86
49	0
62	0
171	0
43	8
91	0
45	0
0	0
103	0
0	2
57	0
0	1
0	11
0	6
26	0
503	0
0	7
348	0
55	121
0	176
0	129
176	0
0	22
0	1
86	0
243	0
0	20
11	13
901	4
175	0
0	4
77	0
50	0
76	0
1	22
20	0
1	0
272	0
135	0
0	44
23	0
48	0
79	67
0	0
19	11
1065	0
67	0
587	0
82	67
0	7
34	0
27	19
5	0
38	0
9	0
27	0
29	2
42	131
46	0
10	13
0	40
0	4
63	10
0	22
216	85
42	21
42	155
3	27
54	0
0	236
0	6
28	0
10	28975
24	4
1	0
15	0
0	0
3	0
0	15
1	0
0	1
0	0
212	171
3	0
61	10
0	1409
272	167
0	80
116	0
57	0
0	1
0	8
33	24
0	1
0	0
114	55
0	9
0	30
0	28
125	0
40	0
19	0
92	0
549	0
65	0
52	3
10	377
39	0
0	240
27	116
59	17
111	16
1201	0
149	0
132	0
533	97
96	0
117	116
115	0
0	65
0	133
91	0
547	0
26	18
0	72
5	44
3	0
0	79
0	1
22	231
46	0
29	25
0	5
1	6
9	0
0	16
102	1
140	0
14	7
0	34
0	841
378	0
0	23
164	0
13	0
0	0
0	182
405	0
12	58
44	0
140	0
360	36
61	22
3	0
1214	148
4	0
652	0
40	0
0	90
0	9
0	15
0	23
298	0
11	0
0	27
5	16
162	0
4	0
18	70
3	24
0	1
235	32
63	0
0	75
0	0
6	8
12	129
0	22
158	50
0	69
110	0
0	378
269	140
1	37
0	32
57	74
33	32
0	160
0	21
246	0
0	11
1	26
50	58
0	90
137	27
54	23
1483	1
182	416
88	432
30	79
424	53
71	0
0	448
9	13
20	0
0	45
38	0
0	27
0	172
0	2
28	0
4	3
7	0
60	0
0	1
0	0
0	6
0	23
27	25
0	92
0	18
41	0
203	0
0	39
0	80
34	1
0	11
0	20
0	0
0	0
10	25
40	28
0	7
45	65
4	10
356	0
29	341
5	43
872	360
173	0
21	0
0	578
103	0
13	0
0	46
0	82
0	57
70	0
10	5
51	0
307	0
491	0
0	2
1	0
0	153
1	55
0	92
0	10
17	0
267	1
0	0
0	32
0	0
0	0
0	143
0	1
672	0
155	6
22	7
1	2
1	143
0	120
0	20
0	0
6	2
73	0
117	36
50	1
38	33
1	0
1	40
10	0
0	43
646	141
266	1
83	0
0	91
0	1
177	0
196	0
113	0
177	75
26	0
11	106
0	18
4	17
47	31
1	1
0	240
129	0
217	0
0	75
0	4
96	0
347	3060
0	20
0	0
12	0
0	285
75	0
0	8
0	15
33	0
0	11
2378	258
0	116
5	0
0	2
2	11
2	0
16	0
0	0
0	65
208	0
0	13
0	10
0	2
0	21
80	0
139	0
36	0
0	42
0	18
0	86
0	0
0	3
50	0
0	39
0	23
291	0
96	7
6	9
0	0
0	0
0	5
0	0
60	0
80	8
0	3
64	0
87	0
56	0
17	143
46	3
271	40
5	0
14	0
7	0
10	0
