UniqueCount	AmbigCount
6	153
283	7
0	12
0	80
0	9
0	0
0	2
0	1
2	19
0	68
5	0
4	0
126	16
0	6
46	0
70	3
0	2
215	0
0	2
0	57
6	46
0	19
0	0
0	216
0	0
74	4
29	0
0	3
43	11
0	105
0	11
0	89
0	44
409	0
0	154
0	1
4	2
4	0
32	15
34	4
11	0
4	3
0	10
45	0
0	0
159	0
0	5
16	28
122	13
0	8
0	101
60	153
8	174
34	15
0	89
0	9
0	30
18	20
19	72
0	31
27	0
105	2
53	8
0	5
3	9
27	0
39	398
0	3
26	2
0	36
111	0
85	3
0	1
0	49
25	0
137	1322
164	0
0	3
0	12
33	156
66	26
38	13
30	126
196	0
1	0
202	0
65	13
0	38
5	0
0	1
49	0
65	0
0	1
13	0
6	48
6	5
269	0
12	9
31	11
14	10
0	13
131	0
0	83
18	0
1	0
149	0
12	192
105	3402
0	531
0	11
0	151
1051	0
0	2
3	0
0	231
0	57
90	0
171	0
25	0
9	4
191	0
1	8
0	13
85	179
202	1908
0	42
0	1366
493	1470
11	21
4	181
31	38
936	0
12	20
0	271
3	73
54	15
108	0
64	0
113	0
40	0
79	0
0	28
1	11
0	118
171	0
2	2
43	0
60	0
456	0
416	0
1911	0
0	42
11	398
5	9
3	0
1	10
0	73
0	153
0	66
0	37
24	12
321	0
32	0
0	9
18	0
15	0
0	342
41	31
152	0
0	61
0	84
439	216
4	124
156	118
0	282
28	31
81	0
0	3
0	92
3	0
249	0
0	34
118	0
0	1
73	16
0	0
1	0
0	38
311	0
18	21
2	4
22	0
14	68
37	0
0	25
78	0
207	0
402	6
83	0
0	44
39	0
264	0
0	5
0	19
4	31
53	0
38	42
66	2
0	138
15	24
0	3
0	56
0	32
0	44
0	31
574	1069
17	0
19	0
57	0
9	266
202	3014
0	0
23	0
0	22
24	0
28	1
26	94
12	0
555	141
8	0
123	0
6	4
11	56
74	42
0	23
100	0
45	0
0	93
229	0
0	64
1233	6
126	29
74	0
526	115
68	0
337	0
0	23
0	132
216	0
0	0
78	0
29	187
0	121
40	16
529	0
548	0
91	18
143	0
43	0
590	0
176	0
6	8
0	52
30	122
33	3
0	12
749	0
8	0
0	65
178	0
46	85
0	85
2	0
35	0
0	19
21	10
339	106
24	0
769	118
800	261
0	19
0	1
104	0
0	4
4	70
32	48
548	0
0	8
44	15
0	4
0	137
0	10
60	0
24	0
0	47
44	0
0	1
144	0
0	7
0	10
0	3
49	11
101	0
0	333
15	0
196	111
14	0
76	3
549	0
68	0
40	6
78	0
26	5
18	146
36	0
168	0
371	0
49	2
58	56
0	8
61	67
0	238
13	0
7	22
226	0
4	0
0	20
59	0
19	5
0	81
17	3
2	4
0	16
8	10
4	23
20	0
312	0
54	0
62	0
0	61
25	20
0	110
0	35
92	137
0	100
914	0
67	9
140	0
0	18
0	0
0	11
96	1
1	22
19	113
290	4
31	0
80	0
0	7
32	11
63	0
25	2
70	3
0	89
2	0
5	0
0	18
0	9
0	11
148	0
0	118
441	0
34	0
73	21
0	0
0	7
34	0
12	3
24	0
101	0
0	210
0	426
11	0
167	0
52	105
77	15
2	23
61	8
4	15
5	1
0	52
214	11
0	162
241	0
0	266
31	0
47	0
130	0
87	10
261	0
30	0
0	0
88	0
0	8
58	0
0	0
0	16
0	6
16	0
278	0
0	8
291	0
67	111
0	388
0	104
78	0
0	29
0	13
105	0
289	0
0	16
9	23
620	3
192	0
0	3
66	0
32	0
85	0
3	21
48	0
11	0
302	0
146	0
0	95
50	0
38	0
16	24
0	0
15	7
256	0
44	0
541	0
42	24
0	39
37	0
45	23
7	0
71	0
8	0
21	0
18	3
51	76
97	0
20	31
0	40
0	58
48	6
0	30
186	22
83	31
66	252
15	69
66	0
0	57
0	492
8	0
4	10668
14	8
4	3
3	0
0	2
4	0
0	23
3	2
0	12
0	0
206	207
8	0
42	6
0	3008
686	380
0	85
150	0
60	0
0	3
0	17
27	23
0	22
0	0
68	53
0	95
0	241
0	26
100	0
15	0
45	0
76	0
421	0
84	0
40	4
36	276
25	0
0	165
30	143
41	12
52	9
1130	0
70	0
130	0
332	39
53	0
171	143
100	0
0	33
0	48
96	0
400	0
80	28
0	49
7	52
26	0
3	291
0	1
29	241
20	0
24	55
0	15
16	22
26	0
0	29
85	0
86	0
55	20
0	35
0	800
518	0
0	48
275	0
265	0
0	0
0	104
71	0
6	73
47	0
70	0
306	39
49	22
16	0
387	44
15	0
648	0
43	0
0	208
0	20
0	30
0	111
67	0
10	0
0	70
27	210
126	0
4	0
49	187
1	42
0	10
203	15
63	0
0	246
0	21
56	73
29	105
12	146
215	118
0	17
55	0
6	277
231	349
2	326
0	48
60	97
27	38
0	63
0	113
266	0
0	17
3	37
22	74
8	360
52	163
115	18
829	0
124	178
155	476
7	84
385	65
48	0
0	679
13	23
19	0
0	143
55	0
0	100
1	238
0	4
13	0
8	17
4	0
43	0
0	3
0	0
0	47
1	46
101	62
0	267
0	23
26	0
267	0
0	55
0	88
36	11
0	3
0	31
2	2
0	5
27	150
130	61
0	34
58	15
6	11
352	0
93	1322
16	35
240	141
113	0
7	0
0	2253
73	0
13	0
0	45
0	523
0	23
52	0
14	3
62	0
275	0
609	0
0	4
0	1
0	47
4	53
0	85
0	15
27	0
275	5
0	9
0	15
0	2
0	0
0	177
2	4
306	0
173	8
49	8
2	3
2	568
0	124
2	24
0	0
32	6
78	0
51	43
195	2
91	121
13	2
0	56
16	4
0	172
512	51
140	3
41	0
0	218
0	1
177	0
55	0
73	0
120	35
37	0
14	248
0	43
9	133
28	35
10	5
0	163
118	0
170	0
0	52
0	13
98	0
271	843
0	67
0	32
49	0
0	323
58	0
0	31
0	31
46	0
0	27
1579	94
0	78
19	0
0	1
3	12
6	0
27	0
0	0
0	203
105	0
1	31
0	14
0	8
0	110
30	0
106	0
41	1
0	37
0	36
