logFC	logCPM	F	PValue	FDR	mrna
6.77103535215346	7.75892982731881	1490.61764857076	1.94927203750575e-17	1.65812951198826e-13	NUT1395
5.92061460342839	10.0572415943761	1378.77504240003	3.65226764755124e-17	1.65812951198826e-13	SUT517
5.12492237003645	8.2448331906204	1229.45747198158	9.18079733774804e-17	2.77872132755841e-13	NUT1036
5.7998011547746	9.0720693274027	1162.04796295466	1.4441580220125e-16	3.27823870996837e-13	NUT0255
4.82357957882621	11.4119174452063	1095.27206917215	2.32238624179018e-16	4.0324173129588e-13	SUT786
4.4268858230273	10.2884629180424	1076.66731213522	2.6645929380785e-16	4.0324173129588e-13	NUT0167
3.80915752650837	10.843864971485	953.841601271914	7.03506914527164e-16	9.12548969129522e-13	NUT0490
5.56202908271862	9.69968283850425	881.147879944863	1.32671121414841e-15	1.50581722805845e-12	NUT0275
4.45397782465628	8.62641532720077	850.42881218056	1.76190778838884e-15	1.7775691909523e-12	NUT1162
3.98801877581314	9.92939868016829	815.447474834793	2.46447252141239e-15	2.23774104944245e-12	NUT0258
4.76002810848666	7.70867344711519	752.96881540152	4.655766295988e-15	3.84312345159737e-12	NUT0805
3.66162974721922	8.79903813408194	675.411401552445	1.10665066279578e-14	8.37365668182137e-12	NUT0738
2.53568930058283	6.99770853562771	596.639501388997	2.96391560606379e-14	1.98256115225039e-11	NUT0633
7.17085969499651	7.21628542207621	594.322673792137	3.05681234928474e-14	1.98256115225039e-11	CUT585
2.84814162544932	7.91656919531688	588.894701517649	3.2875346822713e-14	1.99005432766822e-11	NUT0544
4.21354585824897	9.09099854559795	572.498273697336	4.11228518146841e-14	2.33372184048332e-11	NUT1169
4.47697904879836	6.90497224547001	550.033557553484	5.64639764933122e-14	2.77612043614615e-11	NUT0693
8.05002447591667	9.54674355454847	552.179090043885	6.41748470620254e-14	2.77612043614615e-11	YLR159C-A
8.04999562245593	9.54670624242932	552.178979580396	6.41749479668242e-14	2.77612043614615e-11	YLR154C-H
8.05005423030326	9.54676799972266	552.147633134043	6.42035891299558e-14	2.77612043614615e-11	YLR156C-A
8.04995907268938	9.54659389383778	552.14562046681	6.42054285892831e-14	2.77612043614615e-11	YLR157C-C
8.90261513130019	5.61935773120314	537.791517844002	6.74723049042762e-14	2.78476603877649e-11	XUT_15F-18
3.09765548067091	7.85130177051716	529.737508086796	7.60249260908564e-14	3.00133186480424e-11	NUT1178
3.72962268718155	7.30946373166966	517.217582027168	9.18473671750106e-14	3.47489205812124e-11	NUT1387
-2.4914537935861	7.74689588367956	512.690276207443	9.84542983337751e-14	3.5221549915912e-11	YMR173W-A
