logFC	logCPM	F	PValue	FDR	mrna
-5.47128923383505	10.0572415943761	1237.90478762425	8.68923732746449e-17	7.88982749333775e-13	SUT517
-4.89628529968827	10.0324526626715	579.271918630846	3.74626250475678e-14	1.70080317715958e-10	YER165W
-6.91783559174404	2.69679566077006	56.281432090619	1.13702207809476e-06	0.00344138682303346	NUT1011
-2.13303422491083	3.39420587262632	49.2739191192886	2.63390289504691e-06	0.00597895957175648	YLL047W
-0.94438470136419	4.89964026114757	43.5390823539801	5.62567324725601e-06	0.010047122171697	YBR119W
1.29910900757834	10.3084025338939	42.357317023217	6.63906751433723e-06	0.010047122171697	NUT0227
0.618064581079402	11.8762445488077	38.1122290546301	1.23988555670728e-05	0.0149014385040387	YDR154C
-0.713013969400729	6.75657318178261	37.7395095769669	1.31290207084042e-05	0.0149014385040387	NUT0453
-1.08611985492962	6.4767925335178	34.6828477918365	2.13287962153555e-05	0.0213869638573867	YGL006W
0.649007522616271	7.77885574146243	33.6933776794254	2.51183956069974e-05	0.0213869638573867	XUT_15R-264
0.761639800824001	5.28220917922887	33.2767125042478	2.69362644030979e-05	0.0213869638573867	YNR038W
-0.917348325380029	5.55193546876739	32.4187334001165	3.11648368454619e-05	0.0213869638573867	NUT0337
-0.923256945566673	6.12527885081791	32.2947869246516	3.18352945662039e-05	0.0213869638573867	YHR175W-A
-0.710381771147009	7.72723941525073	32.0104389344427	3.34355545901695e-05	0.0213869638573867	NUT1330
-0.682723521320396	7.00169564320545	31.4096830296024	3.71227900572411e-05	0.0213869638573867	YLR045C
1.17042693706926	5.66242142963567	31.2821538882117	3.79630792043481e-05	0.0213869638573867	YNL336W
-5.42804985552631	6.17846478523063	34.7646488881485	4.00416724202175e-05	0.0213869638573867	YOL086W-A
0.653578918319444	11.6831648790325	30.6235137730538	4.26580358096547e-05	0.0215186091750925	NUT0082
-0.871773813315977	5.84679651299259	30.2702794356871	4.54427552591436e-05	0.0217168535659486	YLR079W
0.527665896306436	8.33724722740914	29.6153409724919	5.11639924355033e-05	0.0232284525657185	YLR449W
-1.06138528970033	5.27755745545377	28.7042563389118	6.05192327302558e-05	0.0252689731969448	YDR216W
