logFC	logCPM	F	PValue	FDR	mrna
6.9293684304661	7.75892982731881	1518.314601364	1.68063366101621e-17	1.52601536420272e-13	NUT1395
5.05626841430436	8.2448331906204	1206.58557442782	1.06760763436953e-16	4.84693866003765e-13	NUT1036
5.6429413645341	9.0720693274027	1121.57328121463	1.91967190832049e-16	5.81020697585001e-13	NUT0255
4.35303252378108	10.2884629180424	1048.64702215652	3.29219731429093e-16	7.4732879034404e-13	NUT0167
3.9333256610835	10.843864971485	1004.80090278501	4.63650009334475e-16	8.41988416951407e-13	NUT0490
5.87533377783821	9.69968283850425	949.284059603929	7.31011792449017e-16	1.10626451257285e-12	NUT0275
4.45972510644976	8.62641532720077	851.470493275757	1.74475363097908e-15	2.26319470989858e-12	NUT1162
4.01787129296837	9.92939868016829	825.128536420376	2.24277173685476e-15	2.54554592133016e-12	NUT0258
3.24979834772811	7.91656919531688	733.930553843264	5.71025635563665e-15	5.76101418990897e-12	NUT0544
4.54022789467436	7.70867344711519	706.261632243441	7.75559350934892e-15	6.26122910662999e-12	NUT0805
3.75238311330083	8.79903813408194	702.175185737206	8.12237275746696e-15	6.26122910662999e-12	NUT0738
3.64242789648601	11.4119174452063	700.537992606988	8.27475212329954e-15	6.26122910662999e-12	SUT786
3.29434795245148	8.67487281945357	622.999808685883	2.10303277114436e-14	1.39917235750631e-11	NUT1237
2.59888068699831	6.99770853562771	621.003645402435	2.15731420760884e-14	1.39917235750631e-11	NUT0633
6.60804575736399	7.21628542207621	555.349591453062	5.23240235374485e-14	3.15133056218976e-11	CUT585
3.15244128430665	7.85130177051716	544.196140006067	6.14391726074888e-14	3.15133056218976e-11	NUT1178
4.42348311958	6.90497224547001	539.735558896559	6.55734477824721e-14	3.15133056218976e-11	NUT0693
7.91456934315465	9.54674355454847	543.342542895423	7.28484119196433e-14	3.15133056218976e-11	YLR159C-A
7.91454049449283	9.54670624242932	543.342394333348	7.28485684048368e-14	3.15133056218976e-11	YLR154C-H
7.91459909439723	9.54676799972266	543.311632746928	7.28809787082677e-14	3.15133056218976e-11	YLR156C-A
7.91450395917616	9.54659389383778	543.309528980343	7.28831958215693e-14	3.15133056218976e-11	YLR157C-C
6.18625634780048	7.91529733565305	523.979609305158	8.28861188252277e-14	3.42093617696849e-11	NUT0554
3.93635200226216	9.09099854559795	514.88095108197	9.51929587814705e-14	3.75805245972066e-11	NUT1169
3.55950824668453	7.30946373166966	480.688351739063	1.6374152017334e-13	6.1948875132247e-11	NUT1387
2.6614220651876	8.46192780437131	475.9565343367	1.7702285581649e-13	6.42947012325490e-11	NUT0737
3.87503536196007	5.91711360964347	457.493705960171	2.4175859521741e-13	8.39002368167127e-11	CUT888
3.52087117924502	6.05201923095772	455.66950457507	2.49483083045291e-13	8.39002368167127e-11	CUT030
-2.31223880954839	7.74689588367956	446.322243299525	2.93678243626399e-13	9.52356590045608e-11	YMR173W-A
2.77291237140865	7.80639171593592	442.33384436709	3.15160817284045e-13	9.86779386530735e-11	NUT0459
3.58240551959135	7.36347049333611	440.179933965725	3.27492610052767e-13	9.91210966426376e-11	NUT1124
6.97894260915789	5.39393548312098	431.376573822013	3.83849442147048e-13	1.12430739828877e-10	CUT727
4.16396917435865	5.13653412868539	409.275598660983	5.80039980701815e-13	1.63376362141574e-10	NUT0287
